country_name,country_text_id,year,v2x_polyarchy,v2x_libdem,v2x_suffr,v2x_clpriv,v2x_clpol,v2x_clphy,v2xcl_dmove,v2xcl_slave,v2xcl_disc
Switzerland,CHE,1991,0.8860,0.8310,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1992,0.8830,0.8270,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1993,0.8830,0.8320,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1994,0.8830,0.8320,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1995,0.8840,0.8330,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1996,0.8890,0.8380,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1997,0.8890,0.8380,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1998,0.8890,0.8380,1.0000,0.8880,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,1999,0.8890,0.8380,1.0000,0.8960,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,2000,0.8890,0.8380,1.0000,0.9140,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,2001,0.8890,0.8380,1.0000,0.9140,0.9790,0.9750,0.7920,0.9320,0.9680
Switzerland,CHE,2002,0.8890,0.8390,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2003,0.8890,0.8430,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2004,0.8880,0.8430,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2005,0.8880,0.8430,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2006,0.8880,0.8430,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2007,0.8900,0.8450,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2008,0.8970,0.8520,1.0000,0.9340,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2009,0.8970,0.8520,1.0000,0.9240,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2010,0.8970,0.8510,1.0000,0.9210,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2011,0.8980,0.8530,1.0000,0.9210,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2012,0.9050,0.8610,1.0000,0.9210,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2013,0.9050,0.8610,1.0000,0.9220,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2014,0.9050,0.8610,1.0000,0.9220,0.9790,0.9750,0.8850,0.9320,0.9680
Switzerland,CHE,2015,0.9040,0.8600,1.0000,0.9270,0.9810,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2016,0.9030,0.8580,1.0000,0.9270,0.9810,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2017,0.9070,0.8670,1.0000,0.9270,0.9810,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2018,0.9070,0.8670,1.0000,0.9270,0.9810,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2019,0.9060,0.8660,1.0000,0.9270,0.9810,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2020,0.9020,0.8560,1.0000,0.9040,0.9810,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2021,0.8960,0.8510,1.0000,0.9170,0.9790,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2022,0.8960,0.8510,1.0000,0.9170,0.9790,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2023,0.8870,0.8410,1.0000,0.9170,0.9750,0.9810,0.8850,0.9320,0.9700
Switzerland,CHE,2024,0.8940,0.8470,1.0000,0.9170,0.9750,0.9810,0.8850,0.9320,0.9700
France,FRA,1789,0.2580,0.2180,0.4000,0.4670,0.7110,0.4960,0.5790,0.3120,0.7300
France,FRA,1790,0.2650,0.2240,0.4000,0.4670,0.7350,0.6570,0.5790,0.3120,0.7300
France,FRA,1791,0.2340,0.2090,0.3000,0.5090,0.5380,0.6570,0.5790,,0.7300
France,FRA,1792,0.2450,0.1640,0.5000,0.2830,0.3460,0.4960,0.3750,,0.1550
France,FRA,1793,0.2740,0.1770,0.5000,0.2900,0.3460,0.4960,0.3750,0.8070,0.1550
France,FRA,1794,0.2740,0.1800,0.5000,0.3960,0.3460,0.4960,0.3750,0.8070,0.1550
France,FRA,1795,0.2680,0.2250,0.4000,0.4570,0.4350,0.7720,0.3750,0.8070,0.4370
